CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,pha
0.02531,0.02531,4.42,4.39,25.4,48.0,0
0.0185,0.0185,19.07,19.06,20.1,580.0,1
0.04822,0.0482,11.08,11.07,20.1,570.0,1
0.03147,0.00627,7.86,7.85,28.7,11.0,1
0.00746,0.00711,14.65,14.63,24.6,73.0,1
0.04154,0.04153,8.15,8.15,20.8,410.0,1
0.00583,0.00218,14.47,14.44,26.8,26.0,1
0.04025,0.04025,7.7,7.69,23.5,120.0,0
0.04186,0.02364,10.35,10.34,24.2,86.0,0
0.01665,0.01479,5.26,5.23,24.3,82.0,0
0.0349,0.03071,7.05,7.04,27.5,19.0,0
0.02994,0.02454,8.42,8.41,28.7,11.0,0
0.0346,0.03457,15.24,15.23,21.9,250.0,1
0.01633,0.01235,7.26,7.24,25.4,49.0,0
0.01309,0.0127,17.64,17.62,24.7,70.0,0
0.03977,0.01791,6.71,6.7,24.3,82.0,0
0.01484,0.01478,12.81,12.79,26.5,30.0,0
0.0241,0.01461,4.82,4.8,25.2,54.0,0
0.04978,0.00516,12.46,12.46,24.4,80.0,1
0.03658,0.03645,12.28,12.28,24.1,90.0,0
0.03581,0.03581,19.02,19.02,19.9,620.0,1
0.02287,0.02285,17.26,17.25,22.1,230.0,0
0.01266,0.01231,2.89,2.82,28.8,10.0,0
0.04494,0.03171,7.7,7.69,26.4,31.0,0
0.03613,0.03492,5.27,5.26,26.3,33.0,0
0.03806,0.03806,10.29,10.28,21.6,290.0,1
0.0345,0.028,16.28,16.28,24.8,66.0,0
0.02434,0.02407,11.61,11.6,24.3,82.0,0
0.04172,0.0417,8.25,8.24,22.7,170.0,0
0.02512,0.02102,11.76,11.75,21.2,340.0,1
0.0105,0.01049,12.26,12.24,22.5,190.0,0
0.0296,0.02956,12.76,12.76,24.2,86.0,0
0.02185,0.02138,4.49,4.47,22.8,160.0,0
0.04328,0.04323,11.79,11.78,22.6,180.0,0
0.00956,0.00952,6.58,6.54,24.7,68.0,1
0.03841,0.03789,5.07,5.06,27.8,16.0,0
0.04381,0.04381,17.27,17.27,23.2,140.0,0
0.04508,0.03744,5.4,5.39,27.7,17.0,0
0.02189,0.02053,4.47,4.44,23.6,110.0,0
0.02511,0.01569,9.88,9.87,23.7,110.0,0
0.04651,0.0461,12.32,12.32,23.3,130.0,0
0.0413,0.03866,3.54,3.52,25.6,44.0,0
0.04484,0.04483,26.2,26.2,21.4,310.0,1
0.0138,0.00899,5.56,5.52,24.3,82.0,1
0.04541,0.04214,24.01,24.01,21.4,310.0,1
0.02655,0.02653,7.29,7.28,20.8,410.0,1
0.01554,0.01461,10.49,10.48,27.1,23.0,0
0.03655,0.03498,5.13,5.11,20.4,490.0,1
0.02699,0.02698,12.66,12.65,22.2,220.0,0
0.03599,0.02871,12.48,12.47,23.6,120.0,0
0.00747,0.00449,9.5,9.46,27.4,20.0,1
0.03937,0.02062,7.7,7.69,23.5,120.0,0
0.03375,0.0328,9.81,9.8,28.5,12.0,0
0.0111,0.00066,16.05,16.04,24.1,90.0,1
0.04086,0.04086,17.99,17.99,20.5,470.0,1
0.03932,0.01671,7.26,7.25,31.5,3.0,0
0.03934,0.00317,8.95,8.94,25.9,40.0,1
0.03004,0.02997,8.98,8.97,22.7,170.0,0
0.03507,0.03507,9.96,9.95,22.8,160.0,0
0.03435,0.03405,19.47,19.46,20.4,480.0,1
0.04454,0.01261,13.0,13.0,21.5,300.0,1
0.0276,0.0276,4.27,4.25,25.4,48.0,0
0.04238,0.01247,3.5,3.49,26.5,29.0,0
0.0495,0.04579,6.37,6.37,23.6,110.0,0
0.03714,0.03478,9.71,9.7,24.3,82.0,0
0.03792,0.03765,4.17,4.16,24.9,62.0,0
0.03429,0.01536,6.76,6.75,25.4,49.0,0
0.0344,0.0344,26.23,26.23,19.4,780.0,1
0.02123,0.02123,15.79,15.78,22.1,230.0,0
0.02845,0.009,10.28,10.27,30.4,5.1,1
0.04606,0.00388,11.84,11.83,25.0,59.0,1
0.04648,0.03848,6.4,6.39,25.0,59.0,0
0.0166,0.00227,5.31,5.28,27.4,20.0,1
0.02938,0.02937,16.61,16.6,22.8,160.0,0
0.04184,0.04133,7.65,7.64,25.3,51.0,0
0.04487,0.0173,11.13,11.12,25.0,59.0,0
0.04492,0.04391,14.56,14.55,22.8,170.0,0
0.00568,0.00449,11.97,11.93,22.3,210.0,1
0.04774,0.01928,10.46,10.45,25.8,42.0,0
0.03187,0.02181,9.55,9.54,23.4,120.0,0
0.05,0.05,9.05,9.05,24.0,94.0,0
0.03323,0.03322,23.51,23.51,20.8,420.0,1
0.02468,0.01329,16.2,16.2,25.2,54.0,0
0.03603,0.02091,7.69,7.68,27.8,16.0,0
0.04334,0.02682,8.73,8.72,23.8,100.0,0
0.03596,0.03596,13.08,13.07,24.1,90.0,0
0.04517,0.04514,19.17,19.17,22.1,230.0,0
0.04578,0.04576,10.54,10.53,27.1,23.0,0
0.02663,0.02663,15.69,15.68,20.8,410.0,1
0.01901,0.01887,17.48,17.47,22.5,190.0,0
0.04964,0.02509,12.52,12.52,24.3,82.0,0
0.04378,0.03543,9.88,9.87,25.3,52.0,0
0.03646,0.03644,9.62,9.61,24.7,68.0,0
0.04774,0.04749,2.33,2.31,25.6,45.0,0
0.03397,0.03389,24.5,24.5,19.6,700.0,1
0.01124,0.0108,7.2,7.16,20.7,430.0,1
0.01415,0.00064,5.24,5.21,25.0,59.0,1
0.02819,0.01637,8.14,8.13,26.6,28.0,0
0.02195,0.01319,5.42,5.4,27.5,19.0,0
0.0345,0.00345,11.98,11.97,25.3,52.0,1
0.01749,0.01532,12.72,12.71,26.8,26.0,0
0.01128,0.00431,6.4,6.36,27.1,22.0,1
0.04119,0.00319,19.27,19.27,24.5,75.0,1
0.03776,0.03771,4.85,4.83,26.1,36.0,0
0.01873,0.0056,11.21,11.2,26.7,27.0,1
0.04105,0.04105,25.66,25.65,19.7,670.0,1
0.00815,0.00785,9.89,9.85,25.0,59.0,1
0.04409,0.04409,13.54,13.54,20.2,530.0,1
0.03982,0.03964,5.05,5.04,24.8,66.0,0
0.03849,0.0307,13.92,13.91,23.6,120.0,0
0.03756,0.03755,15.32,15.31,23.3,130.0,0
0.03865,0.03865,25.9,25.9,22.1,220.0,0
0.04935,0.04927,16.15,16.15,22.5,190.0,0
0.00296,0.00287,8.63,8.53,23.1,140.0,1
0.02345,0.01719,6.55,6.53,27.3,21.0,0
0.04531,0.04531,19.54,19.54,23.8,100.0,0
0.02419,0.02121,10.49,10.48,25.5,47.0,0
0.04338,0.04269,10.31,10.3,25.6,45.0,0
0.03793,0.03789,11.45,11.45,25.4,49.0,0
0.03171,0.00532,5.23,5.21,25.3,52.0,1
0.03063,0.0306,18.68,18.67,22.5,190.0,0
0.02845,0.01744,9.72,9.71,25.1,57.0,0
0.04444,0.04444,13.29,13.28,23.1,140.0,0
0.04457,0.03799,7.42,7.41,26.9,25.0,0
0.01405,0.01396,21.53,21.52,22.0,240.0,1
0.02109,0.01603,7.65,7.63,24.8,65.0,0
0.0341,0.0341,3.99,3.97,25.4,48.0,0
0.04826,0.0115,8.03,8.02,23.1,140.0,0
0.02618,0.02616,16.8,16.8,20.9,390.0,1
0.02367,0.02357,19.2,19.19,19.5,740.0,1
0.01501,0.00068,9.56,9.54,25.1,57.0,1
0.03655,0.02881,7.75,7.74,25.1,57.0,0
0.03499,0.03499,20.94,20.94,20.2,540.0,1
0.03608,0.02224,7.92,7.91,24.5,75.0,0
0.04971,0.04961,18.56,18.56,20.7,430.0,1
0.04245,0.04244,15.38,15.38,24.8,65.0,0
0.03835,0.03835,10.02,10.02,24.4,78.0,0
0.03791,0.03315,14.58,14.58,24.8,65.0,0
0.03338,0.03337,11.31,11.3,24.1,90.0,0
0.02803,0.02768,9.95,9.94,26.7,27.0,0
0.04137,0.0409,6.35,6.34,25.3,51.0,0
0.04899,0.02547,12.66,12.66,24.2,86.0,0
0.0183,0.01778,9.71,9.7,26.8,26.0,0
0.02976,0.02975,16.5,16.49,20.6,450.0,1
0.01534,0.01532,5.36,5.33,23.2,130.0,0
0.01904,0.01903,12.09,12.08,28.3,13.0,0
0.02892,0.02878,15.2,15.19,24.8,65.0,0
0.03834,0.03667,8.68,8.67,25.6,45.0,0
0.04853,0.04785,4.98,4.97,26.2,34.0,0
0.04357,0.04357,14.75,14.75,23.3,130.0,0
0.01926,0.01792,11.75,11.73,26.7,27.0,0
0.02259,0.02245,6.15,6.13,23.7,110.0,0
0.03363,0.02894,17.06,17.05,24.6,72.0,0
0.03144,0.01488,4.55,4.53,27.1,23.0,0
0.04814,0.03738,5.34,5.33,25.1,57.0,0
0.04857,0.04857,16.43,16.42,19.3,820.0,1
0.03782,0.03779,10.4,10.39,21.7,270.0,1
0.04205,0.03118,5.68,5.67,26.3,33.0,0
0.02644,0.02644,7.97,7.96,23.8,100.0,0
0.03685,0.02559,9.44,9.43,26.3,32.0,0
0.03253,0.03115,13.01,13.0,23.4,120.0,0
0.02403,0.02298,9.28,9.27,25.6,45.0,0
0.02786,0.02311,7.46,7.45,27.1,22.0,0
0.01776,0.01344,6.42,6.4,28.3,13.0,0
0.02659,0.02637,6.26,6.25,24.5,75.0,0
0.02685,0.02536,7.12,7.1,24.3,82.0,0
0.04572,0.04571,8.67,8.67,25.8,41.0,0
0.04109,0.04108,10.94,10.93,20.5,480.0,1
0.04684,0.04682,7.54,7.53,20.8,410.0,1
0.03541,0.03539,16.92,16.92,21.5,300.0,1
0.03637,0.00709,11.3,11.29,24.8,65.0,1
0.04745,0.04744,18.24,18.23,20.3,510.0,1
0.03981,0.03972,10.86,10.86,23.7,110.0,0
0.00117,0.00042,7.7,7.4,25.4,49.0,1
0.02486,0.02444,12.47,12.46,25.7,43.0,0
0.04507,0.04507,18.24,18.23,22.3,210.0,0
0.03114,0.00702,7.84,7.83,25.0,60.0,1
0.04311,0.03793,9.69,9.69,25.0,59.0,0
0.03213,0.02043,6.18,6.17,26.2,34.0,0
0.04421,0.02276,15.23,15.23,25.8,41.0,0
0.01778,0.0173,6.55,6.53,23.7,110.0,0
0.04451,0.02673,8.98,8.98,26.8,26.0,0
0.02261,0.02186,6.14,6.12,23.8,100.0,0
0.04467,0.04427,5.9,5.89,23.3,130.0,0
0.0348,0.01637,3.76,3.74,24.8,65.0,0
0.04193,0.04133,5.07,5.06,24.8,65.0,0
0.03988,0.03863,5.33,5.32,25.5,47.0,0
0.04851,0.0485,3.66,3.64,25.4,48.0,0
0.03218,0.03206,17.31,17.3,24.8,65.0,0
0.03447,0.02791,11.25,11.24,25.1,57.0,0
0.03132,0.00315,4.24,4.22,25.4,49.0,1
0.02449,0.01796,9.5,9.49,26.3,33.0,0
0.02659,0.02659,9.84,9.83,23.3,130.0,0
0.0165,0.00598,13.91,13.9,28.6,11.0,1
0.0213,0.00811,6.52,6.5,25.1,57.0,1
0.03023,0.03004,14.37,14.37,25.2,54.0,0
0.03913,0.03663,10.01,10.0,27.9,16.0,0
0.00865,0.00686,13.98,13.96,23.6,110.0,1
0.02611,0.01461,12.5,12.49,24.3,82.0,0
0.03627,0.03625,5.84,5.83,21.9,250.0,1
0.04419,0.04419,8.46,8.45,22.0,240.0,1
0.02847,0.02836,4.07,4.05,27.7,17.0,0
0.03582,0.03549,5.69,5.68,26.6,28.0,0
0.02642,0.0187,5.67,5.65,27.0,24.0,0
0.04492,0.04396,3.59,3.57,25.1,56.0,0
0.03646,0.00716,7.86,7.85,25.0,58.0,1
0.02157,0.02099,4.33,4.3,26.1,36.0,0
0.04684,0.04683,24.16,24.16,20.0,590.0,1
0.03391,0.03379,4.6,4.58,25.9,39.0,0
0.0174,0.01384,6.98,6.95,25.9,39.0,0
0.04734,0.04734,11.89,11.88,19.3,820.0,1
0.03084,0.02488,9.63,9.62,26.9,24.0,0
0.03486,0.03034,6.56,6.54,25.4,49.0,0
0.04092,0.0192,15.18,15.18,21.8,270.0,1
0.03224,0.01476,14.91,14.9,25.2,54.0,0
0.03583,0.03581,6.46,6.45,23.9,99.0,0
0.04403,0.04138,4.74,4.73,24.2,86.0,0
0.03562,0.03561,12.47,12.46,23.3,130.0,0
0.03434,0.01663,7.46,7.45,26.5,30.0,0
0.04307,0.04303,19.84,19.84,21.7,270.0,1
0.03819,0.03814,29.42,29.42,19.9,630.0,1
0.04919,0.04547,14.94,14.93,24.4,77.0,0
0.00367,0.00365,11.48,11.42,22.9,160.0,1
0.0329,0.0329,8.89,8.88,20.5,480.0,1
0.01548,0.01393,19.6,19.59,26.7,27.0,0
0.01886,0.01801,11.49,11.48,24.0,94.0,0
0.04315,0.04265,13.0,12.99,22.9,150.0,0
0.04844,0.04844,14.2,14.2,22.1,220.0,0
0.04686,0.04686,7.38,7.37,22.9,160.0,0
0.03138,0.03138,17.34,17.34,22.1,230.0,0
0.03749,0.02589,5.07,5.06,24.7,68.0,0
0.03877,0.03597,11.54,11.53,27.6,18.0,0
0.0133,0.00929,11.52,11.5,27.0,24.0,1
0.04586,0.03739,6.78,6.77,24.1,90.0,0
0.02718,0.00816,13.57,13.56,26.5,29.0,1
0.03321,0.02655,7.08,7.07,25.4,49.0,0
0.03903,0.039,1.92,1.89,27.5,19.0,0
0.0475,0.0475,10.51,10.51,20.1,570.0,1
0.01861,0.01636,12.77,12.76,23.4,120.0,0
0.01599,0.01599,5.59,5.56,25.4,49.0,0
0.03944,0.03285,9.8,9.79,24.1,88.0,0
0.02704,0.02406,9.99,9.98,26.1,36.0,0
0.03254,0.02968,17.13,17.12,24.3,82.0,0
0.02982,0.02981,5.93,5.92,19.7,690.0,1
0.03095,0.01785,10.83,10.83,32.0,2.4,0
0.0177,0.01769,14.08,14.07,20.5,470.0,1
0.03731,0.03709,8.85,8.85,23.1,140.0,0
0.04928,0.04925,6.36,6.35,22.8,160.0,0
0.00562,0.0055,5.69,5.6,24.2,86.0,1
0.02473,0.00903,4.44,4.41,28.3,13.0,1
0.03748,0.03346,4.69,4.68,26.0,38.0,0
0.0141,0.01269,9.29,9.27,27.1,23.0,0
0.01058,0.00954,11.55,11.53,27.9,16.0,1
0.01199,0.0092,13.71,13.69,26.2,34.0,1
0.03305,0.03262,17.08,17.08,23.6,110.0,0
0.02086,0.01794,8.15,8.13,25.8,41.0,0
0.01813,0.01813,6.7,6.68,23.9,99.0,0
0.03829,0.03801,14.6,14.6,20.6,440.0,1
0.0169,0.0163,1.74,1.64,27.7,17.0,0
0.04611,0.03176,8.92,8.91,27.7,17.0,0
0.0261,0.0261,16.69,16.68,21.9,250.0,1
0.03814,0.03555,5.07,5.06,23.7,110.0,0
0.0448,0.04463,20.56,20.56,22.1,230.0,0
0.02861,0.02861,4.44,4.41,21.4,310.0,1
0.02841,0.02782,11.4,11.39,25.5,47.0,0
0.03151,0.01728,20.67,20.66,27.5,19.0,0
0.048,0.0473,10.1,10.1,28.3,13.0,0
0.02239,0.00298,15.23,15.23,25.9,40.0,1
0.04865,0.04435,13.32,13.31,24.2,86.0,0
0.03496,0.03494,9.13,9.13,22.5,180.0,0
0.04117,0.00912,11.58,11.57,24.5,75.0,1
0.02771,1e-05,3.62,3.59,30.4,4.9,1
0.04298,0.04298,5.03,5.02,25.8,41.0,0
0.04149,0.04149,15.14,15.14,19.9,620.0,1
0.02734,0.02365,8.15,8.14,23.6,110.0,0
0.01811,0.01802,6.6,6.57,22.3,210.0,0
0.02662,0.02658,12.68,12.68,21.1,350.0,1
0.04357,0.04357,7.41,7.4,20.2,530.0,1
0.02533,0.02533,4.85,4.83,24.8,65.0,0
0.04998,0.03012,6.33,6.32,25.2,54.0,0
0.03853,0.03852,8.21,8.2,25.3,52.0,0
0.04459,0.01703,14.05,14.05,20.9,390.0,1
0.02451,0.0242,4.55,4.53,26.3,33.0,0
0.0448,0.01824,6.7,6.69,25.0,59.0,0
0.02871,0.01181,9.51,9.5,22.1,230.0,0
0.03762,0.03762,4.07,4.05,22.7,170.0,0
0.0293,0.02498,9.94,9.93,25.4,49.0,0
0.02296,0.01787,8.65,8.63,24.3,82.0,0
0.02741,0.0064,15.15,15.14,27.5,19.0,1
0.03656,0.03179,5.09,5.08,25.8,41.0,0
0.0248,0.02448,6.4,6.38,26.1,36.0,0
0.03924,0.03613,20.33,20.33,24.2,86.0,0
0.03536,0.00652,14.59,14.58,25.3,52.0,1
0.00315,0.00281,16.95,16.9,28.6,11.0,1
0.04801,0.04798,4.22,4.21,23.0,150.0,0
0.01468,0.00756,6.32,6.29,21.9,250.0,1
0.02899,0.0288,5.38,5.36,24.8,66.0,0
0.03446,0.0303,6.94,6.93,24.8,65.0,0
0.02901,0.02901,8.71,8.7,22.5,190.0,0
0.03615,0.03614,8.24,8.23,23.3,130.0,0
0.02337,0.02242,16.57,16.57,25.4,49.0,0
0.03393,0.03393,3.68,3.66,24.1,90.0,0
0.02525,0.02525,5.03,5.01,25.4,49.0,0
0.04205,0.01183,11.64,11.64,22.5,190.0,0
0.02424,0.01981,11.58,11.57,19.1,910.0,1
0.04848,0.04848,17.68,17.67,22.4,200.0,0
0.03697,0.03696,9.04,9.03,21.8,260.0,1
0.03603,0.03602,9.89,9.89,20.2,540.0,1
0.03653,0.01131,13.27,13.27,25.0,59.0,0
0.04061,0.03027,5.9,5.89,26.4,31.0,0
0.02411,0.02379,7.34,7.32,23.2,140.0,0
0.0491,0.0491,7.17,7.17,22.2,210.0,0
0.01394,0.0123,5.72,5.68,25.7,43.0,0
0.03296,0.03135,15.41,15.4,24.0,94.0,0
0.0377,0.0377,7.18,7.17,25.3,51.0,0
0.03047,0.03038,16.14,16.14,20.1,570.0,1
0.04368,0.03044,10.15,10.15,23.8,100.0,0
0.02276,0.02275,20.41,20.4,19.0,940.0,1
0.03842,0.03841,8.48,8.47,19.1,900.0,1
0.02893,0.02865,9.35,9.34,22.6,180.0,0
0.04861,0.03047,10.84,10.84,24.0,94.0,0
0.03653,0.02947,10.41,10.41,27.9,16.0,0
0.02569,0.02084,7.76,7.75,25.9,39.0,0
0.01182,0.01182,20.57,20.56,21.4,310.0,1
0.03414,0.03414,20.91,20.9,21.0,380.0,1
0.0221,0.01401,10.52,10.51,26.2,34.0,0
0.01785,0.01778,15.52,15.51,21.8,260.0,1
0.01425,0.01425,12.99,12.98,21.8,260.0,1
0.01952,0.01647,9.35,9.34,22.6,180.0,0
0.0242,0.00497,11.46,11.45,26.4,30.0,1
0.01976,0.01974,8.2,8.18,20.0,610.0,1
0.01848,0.0178,10.33,10.31,22.4,200.0,0
0.02826,0.01437,7.79,7.77,28.0,15.0,0
0.0296,0.0296,19.7,19.7,21.0,380.0,1
0.02409,0.02403,24.28,24.27,19.4,770.0,1
0.01917,0.01603,10.31,10.29,26.7,27.0,0
0.03064,0.03063,9.97,9.96,21.6,280.0,1
0.03959,0.03938,3.51,3.49,26.1,36.0,0
0.02327,0.0198,9.65,9.64,25.7,42.0,0
0.03715,0.03483,13.04,13.04,24.4,78.0,0
0.0396,0.03937,21.93,21.93,20.0,590.0,1
0.01575,0.01567,4.05,4.01,28.0,15.0,0
0.02685,0.0268,9.98,9.97,26.3,32.0,0
0.03158,0.00374,20.7,20.7,25.5,47.0,1
0.03125,0.03125,7.74,7.73,23.8,100.0,0
0.00571,0.00549,5.14,5.05,26.9,25.0,1
0.03745,0.01891,8.03,8.02,24.5,75.0,0
0.04574,0.00565,10.1,10.09,27.2,22.0,1
0.01315,0.00217,11.13,11.11,27.9,16.0,1
0.03466,0.03465,8.83,8.82,24.8,65.0,0
0.01638,0.01525,8.92,8.91,25.1,57.0,0
0.01717,0.01629,11.88,11.87,22.5,190.0,0
0.0137,0.0137,8.89,8.87,26.3,32.0,0
0.0489,0.04889,11.14,11.14,24.6,71.0,0
0.02486,0.00214,10.97,10.96,26.6,28.0,1
0.03725,0.03394,5.0,4.99,26.6,28.0,0
0.03731,0.03728,13.15,13.15,23.1,140.0,0
0.02268,0.01642,5.22,5.2,26.8,26.0,0
0.0273,0.02702,8.19,8.18,26.2,34.0,0
0.0293,0.02495,13.33,13.33,25.0,59.0,0
0.04917,0.0413,9.84,9.84,25.0,59.0,0
0.02259,0.02163,11.25,11.24,24.0,94.0,0
0.02117,0.01883,7.39,7.37,26.1,36.0,0
0.02735,0.02734,11.75,11.75,20.1,580.0,1
0.0438,0.0438,9.07,9.06,23.6,110.0,0
0.04299,0.04237,2.68,2.65,25.1,57.0,0
0.03491,0.03141,6.71,6.7,25.8,41.0,0
0.00956,0.00956,5.57,5.52,25.4,49.0,1
0.04411,0.04164,4.08,4.06,27.7,17.0,0
0.03771,0.03723,9.44,9.44,20.5,470.0,1
0.02439,0.01549,11.93,11.92,25.4,50.0,0
0.02802,0.02802,16.97,16.96,19.3,810.0,1
0.03152,0.03152,17.31,17.3,20.6,460.0,1
0.04392,0.03819,6.07,6.06,26.9,25.0,0
0.0184,0.0184,11.81,11.79,19.8,670.0,1
0.04802,0.04598,3.98,3.96,25.7,44.0,0
0.01395,0.01395,5.2,5.16,23.0,150.0,0
0.04595,0.04591,4.43,4.42,21.8,260.0,1
0.04077,0.04077,8.95,8.94,22.9,160.0,0
0.03714,0.03713,21.91,21.91,22.4,200.0,0
0.00801,0.00796,7.55,7.51,25.9,39.0,1
0.04398,0.03509,16.65,16.64,24.1,88.0,0
0.00561,0.0053,12.09,12.05,21.1,360.0,1
0.01943,0.01568,20.89,20.88,25.0,59.0,0
0.0211,0.02102,16.74,16.73,22.1,220.0,0
0.01601,0.01146,8.33,8.31,26.6,28.0,0
0.01166,0.01021,12.13,12.11,25.6,45.0,0
0.04123,0.04123,9.8,9.8,23.7,110.0,0
0.03663,0.03663,17.2,17.2,21.3,330.0,1
0.04018,0.03983,11.49,11.49,22.6,180.0,0
0.0463,0.0463,10.0,9.99,20.8,420.0,1
0.04892,0.04892,8.45,8.45,26.2,34.0,0
0.04925,0.04925,4.63,4.62,25.6,45.0,0
0.01853,0.00394,6.59,6.57,25.8,41.0,1
0.03468,0.03468,7.43,7.42,22.7,170.0,0
0.04503,0.04411,6.42,6.41,25.5,47.0,0
0.04055,0.04054,13.26,13.25,19.7,680.0,1
0.00691,0.00624,9.47,9.43,26.0,38.0,1
0.01221,0.00786,5.15,5.11,27.7,17.0,1
0.04762,0.04471,10.43,10.42,24.2,86.0,0
0.0395,0.0395,13.24,13.24,21.9,250.0,1
0.03117,0.03092,17.17,17.16,22.7,170.0,0
0.03701,0.01106,13.03,13.02,24.2,88.0,0
0.02927,0.02762,8.55,8.54,27.1,22.0,0
0.03608,0.03608,6.02,6.01,22.0,240.0,1
0.04859,0.04423,9.33,9.33,26.6,28.0,0
0.03084,0.03019,9.79,9.78,25.7,44.0,0
0.01323,0.00304,14.08,14.06,24.0,94.0,1
0.02924,0.02923,14.23,14.23,22.6,180.0,0
0.02275,0.02208,8.28,8.27,25.6,45.0,0
0.00298,0.00207,6.81,6.68,24.5,75.0,1
0.02579,0.0248,4.5,4.48,26.6,28.0,0
0.03969,0.03969,9.2,9.19,21.1,350.0,1
0.03947,0.03947,3.6,3.58,24.6,71.0,0
0.04613,0.00377,5.06,5.05,29.4,7.8,1
0.01267,0.01259,6.58,6.55,21.2,340.0,1
0.02753,0.02753,4.02,4.0,20.3,520.0,1
0.01717,0.01717,14.09,14.08,19.9,620.0,1
0.02375,0.02374,23.1,23.09,20.8,410.0,1
0.03989,0.03989,21.29,21.28,20.1,570.0,1
0.04645,0.0464,10.9,10.89,21.8,270.0,1
0.03621,0.03543,2.81,2.78,26.5,30.0,0
0.0192,0.00364,19.67,19.66,21.5,300.0,1
0.04137,0.03854,7.7,7.69,25.9,39.0,0
0.04698,0.02909,13.05,13.04,25.0,59.0,0
0.03075,0.03074,17.52,17.51,24.9,63.0,0
0.03517,0.03517,9.65,9.64,22.2,210.0,0
0.02543,0.0254,14.58,14.57,25.3,52.0,0
0.02092,0.01985,6.02,5.99,27.7,17.0,0
0.03849,0.03849,13.0,13.0,19.9,610.0,1
0.04578,0.02034,4.18,4.17,26.8,26.0,0
0.03987,0.03819,13.15,13.14,22.4,200.0,0
0.04156,0.04153,16.9,16.9,22.1,230.0,0
0.02651,0.01832,4.47,4.44,23.1,140.0,0
0.02279,0.02278,4.06,4.03,26.2,34.0,0
0.02222,0.02222,21.5,21.49,21.9,250.0,1
0.02311,0.02288,7.49,7.47,23.9,99.0,0
0.02666,0.02378,21.66,21.65,25.1,55.0,0
0.01512,0.01315,24.28,24.28,22.6,180.0,0
0.00447,0.0035,10.56,10.5,26.9,25.0,1
0.02518,0.02452,9.56,9.55,22.1,230.0,0
0.02089,0.02074,5.53,5.51,25.0,60.0,0
0.03375,0.03162,3.71,3.68,26.4,31.0,0
0.04706,0.04706,12.82,12.81,23.1,150.0,0
0.03398,0.03379,13.06,13.05,22.4,200.0,0
0.04362,0.0436,3.94,3.92,27.7,17.0,0
0.04279,0.04271,14.88,14.87,25.4,49.0,0
0.01468,0.00093,4.89,4.85,28.6,11.0,1
0.02917,0.01958,9.57,9.56,24.6,70.0,0
0.04039,0.03943,11.49,11.48,24.2,86.0,0
0.03062,0.03032,6.41,6.4,22.6,180.0,0
0.00599,0.00261,10.16,10.12,21.5,300.0,1
0.01895,0.0179,11.07,11.06,24.7,68.0,0
0.00156,0.00155,21.1,21.02,19.6,720.0,1
0.02477,0.02477,12.67,12.67,20.6,450.0,1
0.03862,0.03222,9.72,9.71,25.7,43.0,0
0.04527,0.03937,13.72,13.71,22.4,200.0,0
0.03497,0.01389,9.05,9.04,27.9,16.0,0
0.04666,0.04635,14.55,14.54,25.9,40.0,0
0.02038,0.02012,15.05,15.04,25.2,54.0,0
0.01984,0.0198,10.88,10.87,23.8,100.0,0
0.04706,0.03973,2.89,2.87,24.7,68.0,0
0.01655,0.00815,6.87,6.84,27.2,22.0,1
0.02088,0.02086,10.32,10.31,20.9,390.0,1
0.04123,0.04109,12.39,12.39,23.4,120.0,0
0.03037,0.03036,12.13,12.13,23.3,130.0,0
0.03842,0.0384,9.09,9.09,22.1,230.0,0
0.02282,0.02278,6.36,6.34,20.6,450.0,1
0.04025,0.04025,5.38,5.37,21.2,340.0,1
0.04724,0.03582,6.92,6.91,25.7,43.0,0
0.04617,0.0461,8.4,8.39,25.7,43.0,0
0.01855,0.01795,4.66,4.63,28.4,12.0,0
0.04224,0.04223,11.56,11.56,24.6,71.0,0
0.04399,0.04299,6.6,6.59,24.8,66.0,0
0.00924,0.0041,11.91,11.89,26.2,34.0,1
0.02807,0.02306,9.32,9.31,25.7,43.0,0
0.03311,0.01612,9.56,9.55,27.4,19.0,0
0.04436,0.04436,10.41,10.41,22.5,190.0,0
0.02511,0.0128,13.25,13.24,25.3,52.0,0
0.01839,0.01837,7.58,7.56,22.1,220.0,0
0.04031,0.0403,25.96,25.96,22.1,220.0,0
0.01133,0.00992,8.19,8.16,21.9,250.0,1
0.03922,0.0392,10.78,10.78,20.9,390.0,1
0.01962,0.01962,7.38,7.37,25.8,41.0,0
0.04257,0.04257,4.17,4.16,21.6,280.0,1
0.04676,0.04676,6.36,6.35,25.4,49.0,0
0.02857,0.01495,9.83,9.82,24.6,71.0,0
0.01527,0.01527,16.97,16.96,20.2,540.0,1
0.00668,0.00346,11.33,11.29,27.4,20.0,1
0.00912,0.00734,3.77,3.69,24.7,68.0,1
0.01051,0.00698,10.17,10.14,24.7,69.0,1
0.01688,0.01602,18.19,18.18,21.6,280.0,1
0.03253,0.03062,9.8,9.79,24.1,90.0,0
0.04408,0.03106,7.39,7.39,23.5,120.0,0
0.00893,0.00861,18.42,18.41,21.4,310.0,1
0.01767,0.00045,4.61,4.58,22.7,170.0,1
0.04433,0.04203,6.46,6.45,20.9,390.0,1
0.03337,0.03211,1.08,1.0,25.6,46.0,0
